العام,الربع,الكيان القانوني,المكتب,باب النشاط,قسم النشاط,حجم المنشأة,عدد المنشآت المسجلة بمشترك واحد أو أكثر
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,إصلاح وتركيب الآلات والمعدات,5 ~ 9,19
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,إصلاح وتركيب الآلات والمعدات,10 ~ 19,5
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,إصلاح وتركيب الآلات والمعدات,20 ~ 39,2
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,الصناعة التحويلية الأخرى,1 ~ 4,17
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,الصناعة التحويلية الأخرى,5 ~ 9,2
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,الصناعة التحويلية الأخرى,10 ~ 19,2
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,الصناعة التحويلية الأخرى,40 ~ 59,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,الطباعة واستنساخ وسائط الأعلام المسجّلة,1 ~ 4,38
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,الطباعة واستنساخ وسائط الأعلام المسجّلة,5 ~ 9,3
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,الطباعة واستنساخ وسائط الأعلام المسجّلة,10 ~ 19,2
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,الطباعة واستنساخ وسائط الأعلام المسجّلة,20 ~ 39,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صناعة الآلات والمعدات غير المصنفة في موضع أخر,1 ~ 4,10
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صناعة الآلات والمعدات غير المصنفة في موضع أخر,5 ~ 9,5
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صناعة الآلات والمعدات غير المصنفة في موضع أخر,10 ~ 19,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صناعة الآلات والمعدات غير المصنفة في موضع أخر,40 ~ 59,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صناعة الآلات والمعدات غير المصنفة في موضع أخر,60 ~ 79,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,1 ~ 4,5
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,5 ~ 9,2
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صناعة معدات النقل الأخرى,1 ~ 4,4
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صناعة معدات النقل الأخرى,5 ~ 9,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع الأثاث,1 ~ 4,234
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع الأثاث,5 ~ 9,23
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع الأثاث,10 ~ 19,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع الأثاث,20 ~ 39,4
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع الحواسيب والمنتجات الإلكترونية والبصرية,1 ~ 4,8
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع الحواسيب والمنتجات الإلكترونية والبصرية,5 ~ 9,2
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع الحواسيب والمنتجات الإلكترونية والبصرية,10 ~ 19,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,"صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر",1 ~ 4,120
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,"صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر",5 ~ 9,17
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,"صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر",10 ~ 19,5
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,"صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر",20 ~ 39,2
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,"صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر",60 ~ 79,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع الفلزات القاعدية,1 ~ 4,37
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع الفلزات القاعدية,5 ~ 9,3
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع الفلزات القاعدية,10 ~ 19,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع الفلزات القاعدية,20 ~ 39,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع المشروبات,1 ~ 4,9
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع المشروبات,10 ~ 19,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع المشروبات,20 ~ 39,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع المشروبات,40 ~ 59,2
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع المشروبات,100 ~ 199,2
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع المعدات الكهربائية,1 ~ 4,27
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع المعدات الكهربائية,10 ~ 19,3
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع المعدات الكهربائية,20 ~ 39,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع الملبوسات,1 ~ 4,833
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع الملبوسات,5 ~ 9,70
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع الملبوسات,10 ~ 19,5
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع الملبوسات,20 ~ 39,6
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع الملبوسات,100 ~ 199,2
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع المنتجات الجلدية والمنتجات ذات الصلة,1 ~ 4,7
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع المنتجات الجلدية والمنتجات ذات الصلة,5 ~ 9,2
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع المنتجات الصيدلانية الأساسية والمستحضرات الصيدلانية,1 ~ 4,5
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع المنتجات الغذائية,1 ~ 4,450
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع المنتجات الغذائية,5 ~ 9,84
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع المنتجات الغذائية,10 ~ 19,30
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع المنتجات الغذائية,20 ~ 39,25
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع المنتجات الغذائية,40 ~ 59,9
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع المنتجات الغذائية,60 ~ 79,2
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع المنتجات الغذائية,80 ~ 99,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع المنتجات الغذائية,100 ~ 199,3
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع المنسوجات,1 ~ 4,101
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع المنسوجات,5 ~ 9,15
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع المنسوجات,10 ~ 19,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع المنسوجات,20 ~ 39,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع المنسوجات,100 ~ 199,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع المواد الكيميائية والمنتجات الكيميائية,1 ~ 4,24
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع المواد الكيميائية والمنتجات الكيميائية,5 ~ 9,10
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع المواد الكيميائية والمنتجات الكيميائية,10 ~ 19,5
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع المواد الكيميائية والمنتجات الكيميائية,20 ~ 39,3
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع المواد الكيميائية والمنتجات الكيميائية,60 ~ 79,3
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع الورق ومنتجات الورق,1 ~ 4,5
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع الورق ومنتجات الورق,5 ~ 9,2
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع الورق ومنتجات الورق,10 ~ 19,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع الورق ومنتجات الورق,20 ~ 39,2
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صُنع الورق ومنتجات الورق,80 ~ 99,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع فحم الكوك والمنتجات النفطية المكررة,1 ~ 4,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع منتجات المطاط واللدائن,1 ~ 4,31
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع منتجات المطاط واللدائن,5 ~ 9,4
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع منتجات المطاط واللدائن,10 ~ 19,2
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع منتجات المطاط واللدائن,20 ~ 39,5
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع منتجات المطاط واللدائن,40 ~ 59,3
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع منتجات المطاط واللدائن,100 ~ 199,2
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع منتجات المعادن اللافلزية الأخرى,1 ~ 4,137
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع منتجات المعادن اللافلزية الأخرى,5 ~ 9,21
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع منتجات المعادن اللافلزية الأخرى,10 ~ 19,15
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع منتجات المعادن اللافلزية الأخرى,20 ~ 39,10
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع منتجات المعادن اللافلزية الأخرى,40 ~ 59,5
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع منتجات المعادن اللافلزية الأخرى,60 ~ 79,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع منتجات المعادن اللافلزية الأخرى,80 ~ 99,3
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع منتجات المعادن اللافلزية الأخرى,100 ~ 199,2
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),1 ~ 4,516
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),5 ~ 9,59
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),10 ~ 19,12
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),20 ~ 39,9
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الصناعة التحويلية,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),100 ~ 199,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الفنون والترفيه والتسلية,أنشطة المكتبات والمحفوظات والمتاحف والأنشطة الثقافية الأخرى,1 ~ 4,16
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الفنون والترفيه والتسلية,أنشطة المكتبات والمحفوظات والمتاحف والأنشطة الثقافية الأخرى,5 ~ 9,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الفنون والترفيه والتسلية,الأنشطة الإبداعية والفنون وأنشطة الترفيه,1 ~ 4,10
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الفنون والترفيه والتسلية,الأنشطة الإبداعية والفنون وأنشطة الترفيه,5 ~ 9,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الفنون والترفيه والتسلية,الأنشطة الرياضية وأنشطة التسلية والترفيه,1 ~ 4,76
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الفنون والترفيه والتسلية,الأنشطة الرياضية وأنشطة التسلية والترفيه,5 ~ 9,16
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الفنون والترفيه والتسلية,الأنشطة الرياضية وأنشطة التسلية والترفيه,10 ~ 19,7
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,الفنون والترفيه والتسلية,الأنشطة الرياضية وأنشطة التسلية والترفيه,20 ~ 39,2
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,المعلومات والاتصالات,أنشطة إنتاج الأفلام والفيديو والبرامج التليفزيونية والتسجيلات الصوتية ونشر الموسيقى,1 ~ 4,19
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,المعلومات والاتصالات,أنشطة إنتاج الأفلام والفيديو والبرامج التليفزيونية والتسجيلات الصوتية ونشر الموسيقى,5 ~ 9,2
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,المعلومات والاتصالات,أنشطة إنتاج الأفلام والفيديو والبرامج التليفزيونية والتسجيلات الصوتية ونشر الموسيقى,10 ~ 19,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,المعلومات والاتصالات,أنشطة البرمجة الحاسوبية والخبرة الاستشارية وما يتصل بها من أنشطة,1 ~ 4,66
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,المعلومات والاتصالات,أنشطة البرمجة الحاسوبية والخبرة الاستشارية وما يتصل بها من أنشطة,5 ~ 9,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,المعلومات والاتصالات,أنشطة البرمجة الحاسوبية والخبرة الاستشارية وما يتصل بها من أنشطة,10 ~ 19,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,المعلومات والاتصالات,أنشطة البرمجة والإذاعة,1 ~ 4,2
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,المعلومات والاتصالات,أنشطة النشر,1 ~ 4,9
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,المعلومات والاتصالات,أنشطة النشر,5 ~ 9,2
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,المعلومات والاتصالات,أنشطة خدمات المعلومات,1 ~ 4,9
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,المعلومات والاتصالات,الاتصالات,1 ~ 4,29
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,المعلومات والاتصالات,الاتصالات,5 ~ 9,2
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,المعلومات والاتصالات,الاتصالات,10 ~ 19,2
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,المعلومات والاتصالات,الاتصالات,20 ~ 39,3
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,النقل والتخزين,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,1 ~ 4,13
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,النقل والتخزين,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,5 ~ 9,3
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,النقل والتخزين,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,10 ~ 19,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,النقل والتخزين,التخزين وأنشطة الدعم للنقل,1 ~ 4,203
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,النقل والتخزين,التخزين وأنشطة الدعم للنقل,5 ~ 9,26
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,النقل والتخزين,التخزين وأنشطة الدعم للنقل,10 ~ 19,11
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,النقل والتخزين,التخزين وأنشطة الدعم للنقل,20 ~ 39,3
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,النقل والتخزين,التخزين وأنشطة الدعم للنقل,40 ~ 59,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,النقل والتخزين,التخزين وأنشطة الدعم للنقل,80 ~ 99,2
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,النقل والتخزين,النقل البري و النقل عبر الأنابيب,1 ~ 4,810
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,النقل والتخزين,النقل البري و النقل عبر الأنابيب,5 ~ 9,81
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,النقل والتخزين,النقل البري و النقل عبر الأنابيب,10 ~ 19,21
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,النقل والتخزين,النقل البري و النقل عبر الأنابيب,20 ~ 39,15
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,النقل والتخزين,النقل البري و النقل عبر الأنابيب,40 ~ 59,2
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,النقل والتخزين,النقل البري و النقل عبر الأنابيب,60 ~ 79,2
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,النقل والتخزين,النقل البري و النقل عبر الأنابيب,80 ~ 99,2
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,النقل والتخزين,النقل البري و النقل عبر الأنابيب,100 ~ 199,2
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,النقل والتخزين,النقل الجوي,1 ~ 4,4
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,النقل والتخزين,النقل الجوي,5 ~ 9,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,النقل والتخزين,النقل الجوي,10 ~ 19,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,النقل والتخزين,النقل المائي,1 ~ 4,3
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,تجارة الجملة والتجزئة  وإصلاح المركبات ذات المحركات والدرجات النارية,"تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية",1 ~ 4,"8,141"
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,تجارة الجملة والتجزئة  وإصلاح المركبات ذات المحركات والدرجات النارية,"تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية",5 ~ 9,999
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,تجارة الجملة والتجزئة  وإصلاح المركبات ذات المحركات والدرجات النارية,"تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية",10 ~ 19,171
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,تجارة الجملة والتجزئة  وإصلاح المركبات ذات المحركات والدرجات النارية,"تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية",20 ~ 39,32
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,تجارة الجملة والتجزئة  وإصلاح المركبات ذات المحركات والدرجات النارية,"تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية",40 ~ 59,5
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,تجارة الجملة والتجزئة  وإصلاح المركبات ذات المحركات والدرجات النارية,"تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية",80 ~ 99,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,تجارة الجملة والتجزئة  وإصلاح المركبات ذات المحركات والدرجات النارية,"تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية",100 ~ 199,3
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,تجارة الجملة والتجزئة  وإصلاح المركبات ذات المحركات والدرجات النارية,"تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية",1 ~ 4,"2,404"
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,تجارة الجملة والتجزئة  وإصلاح المركبات ذات المحركات والدرجات النارية,"تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية",5 ~ 9,387
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,تجارة الجملة والتجزئة  وإصلاح المركبات ذات المحركات والدرجات النارية,"تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية",10 ~ 19,83
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,تجارة الجملة والتجزئة  وإصلاح المركبات ذات المحركات والدرجات النارية,"تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية",20 ~ 39,30
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,تجارة الجملة والتجزئة  وإصلاح المركبات ذات المحركات والدرجات النارية,"تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية",40 ~ 59,6
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,تجارة الجملة والتجزئة  وإصلاح المركبات ذات المحركات والدرجات النارية,"تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية",60 ~ 79,2
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,تجارة الجملة والتجزئة  وإصلاح المركبات ذات المحركات والدرجات النارية,"تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية",100 ~ 199,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,تجارة الجملة والتجزئة  وإصلاح المركبات ذات المحركات والدرجات النارية,"تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية",1 ~ 4,"2,498"
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,تجارة الجملة والتجزئة  وإصلاح المركبات ذات المحركات والدرجات النارية,"تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية",5 ~ 9,339
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,تجارة الجملة والتجزئة  وإصلاح المركبات ذات المحركات والدرجات النارية,"تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية",10 ~ 19,35
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,تجارة الجملة والتجزئة  وإصلاح المركبات ذات المحركات والدرجات النارية,"تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية",20 ~ 39,8
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,تجارة الجملة والتجزئة  وإصلاح المركبات ذات المحركات والدرجات النارية,"تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية",40 ~ 59,4
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,غير محدد,غير محدد,1 ~ 4,"5,829"
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,غير محدد,غير محدد,5 ~ 9,257
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,غير محدد,غير محدد,10 ~ 19,21
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,غير محدد,غير محدد,20 ~ 39,6
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,لأنشطة المالية وأنشطة التأمين,"أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات",1 ~ 4,16
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,لأنشطة المالية وأنشطة التأمين,"أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات",5 ~ 9,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,لأنشطة المالية وأنشطة التأمين,"أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات",10 ~ 19,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,لأنشطة المالية وأنشطة التأمين,"أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات",20 ~ 39,1
2024,الربع الأول,منشأة فردية,مكتب منطقة المدينة المنورة,لأنشطة المالية وأنشطة التأمين,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,1 ~ 4,3
